StateAb,Ticket,TicketNo,Surname,GivenName,Party,Preference
"ACT"," D","1","FERNIE","Anthony Watson","Australian Independents",3
"ACT"," D","2","FERNIE","Anthony Watson","Australian Independents",3
"ACT"," D","3","FERNIE","Anthony Watson","Australian Independents",3
"ACT"," D","1","PETERSEN","Valma","Australian Independents",4
"ACT"," D","2","PETERSEN","Valma","Australian Independents",4
"ACT"," D","3","PETERSEN","Valma","Australian Independents",4
"ACT"," D","1","EZEKIEL-HART","Emmanuel","Independent",17
"ACT"," D","2","EZEKIEL-HART","Emmanuel","Independent",17
"ACT"," D","3","EZEKIEL-HART","Emmanuel","Independent",17
"ACT"," E","1","FILLINGER","Marcus","Animal Justice Party",8
"ACT"," E","1","MONTAGNE","Jessica","Animal Justice Party",9
"ACT"," E","1","BAILEY","Steven","Katter's Australian Party",18
"ACT"," E","1","ARNOLD","Joe","Katter's Australian Party",19
"ACT"," E","1","SHEIKH","Simon","Australian Greens",16
"ACT"," E","1","ESGUERRA","Indra","Australian Greens",17
"ACT"," E","1","O'CONNOR","Mark","Stable Population Party",6
"ACT"," E","1","GRAHAM","Greg","Stable Population Party",7
"ACT"," E","1","BUCKNELL","Chris","Bullet Train For Australia",1
"ACT"," E","1","LEMMEY","Michael James","Bullet Train For Australia",2
"ACT"," E","1","CUBITT","Paul","Drug Law Reform",12
"ACT"," E","1","DOWSON","Stacey","Drug Law Reform",13
"ACT"," E","1","AVERY","Deborah","Sex Party",14
"ACT"," E","1","MILLER","Jamie","Sex Party",15
"ACT"," E","1","ROSS","Irwin","Rise Up Australia Party",26
"ACT"," E","1","HENRIQUEZ","Jose","Rise Up Australia Party",27
"ACT"," E","1","NITSCHKE","Philip","Voluntary Euthanasia Party",10
"ACT"," E","1","MACDOUGALL","Susan","Voluntary Euthanasia Party",11
"ACT"," E","1","SLATTERY","Wayne Kenneth","Palmer United Party",20
"ACT"," E","1","TEERMAN","Paul Gerard","Palmer United Party",21
"ACT"," E","1","SESELJA","Zed","Liberal",24
"ACT"," E","1","NASH","Merinda","Liberal",25
"ACT"," E","1","LUNDY","Kate","Australian Labor Party",22
"ACT"," E","1","SANT","Chris","Australian Labor Party",23
"ACT"," E","1","FERNIE","Anthony Watson","Australian Independents",4
"ACT"," E","1","PETERSEN","Valma","Australian Independents",5
"ACT"," E","1","EZEKIEL-HART","Emmanuel","Independent",3
"ACT"," F","1","FILLINGER","Marcus","Animal Justice Party",20
"ACT"," F","1","MONTAGNE","Jessica","Animal Justice Party",21
"ACT"," F","1","BAILEY","Steven","Katter's Australian Party",26
"ACT"," F","1","ARNOLD","Joe","Katter's Australian Party",27
"ACT"," F","1","SHEIKH","Simon","Australian Greens",5
"ACT"," F","1","ESGUERRA","Indra","Australian Greens",6
"ACT"," F","1","O'CONNOR","Mark","Stable Population Party",22
"ACT"," F","1","GRAHAM","Greg","Stable Population Party",23
"ACT"," F","1","BUCKNELL","Chris","Bullet Train For Australia",24
"ACT"," F","1","LEMMEY","Michael James","Bullet Train For Australia",25
"ACT"," F","1","CUBITT","Paul","Drug Law Reform",1
"ACT"," F","1","DOWSON","Stacey","Drug Law Reform",2
"ACT"," F","1","AVERY","Deborah","Sex Party",3
"ACT"," F","1","MILLER","Jamie","Sex Party",4
"ACT"," F","1","ROSS","Irwin","Rise Up Australia Party",18
"ACT"," F","1","HENRIQUEZ","Jose","Rise Up Australia Party",19
"ACT"," F","1","NITSCHKE","Philip","Voluntary Euthanasia Party",14
"ACT"," F","1","MACDOUGALL","Susan","Voluntary Euthanasia Party",15
"ACT"," F","1","SLATTERY","Wayne Kenneth","Palmer United Party",16
"ACT"," F","1","TEERMAN","Paul Gerard","Palmer United Party",17
"ACT"," F","1","SESELJA","Zed","Liberal",9
"ACT"," F","1","NASH","Merinda","Liberal",10
"ACT"," F","1","LUNDY","Kate","Australian Labor Party",7
"ACT"," F","1","SANT","Chris","Australian Labor Party",8
"ACT"," F","1","FERNIE","Anthony Watson","Australian Independents",11
"ACT"," F","1","PETERSEN","Valma","Australian Independents",12
"ACT"," F","1","EZEKIEL-HART","Emmanuel","Independent",13
"ACT"," G","1","FILLINGER","Marcus","Animal Justice Party",7
"ACT"," G","1","MONTAGNE","Jessica","Animal Justice Party",8
"ACT"," G","1","BAILEY","Steven","Katter's Australian Party",19
"ACT"," G","1","ARNOLD","Joe","Katter's Australian Party",20
"ACT"," G","1","SHEIKH","Simon","Australian Greens",15
"ACT"," G","1","ESGUERRA","Indra","Australian Greens",16
"ACT"," G","1","O'CONNOR","Mark","Stable Population Party",11
"ACT"," G","1","GRAHAM","Greg","Stable Population Party",12
"ACT"," G","1","BUCKNELL","Chris","Bullet Train For Australia",9
"ACT"," G","1","LEMMEY","Michael James","Bullet Train For Australia",10
"ACT"," G","1","CUBITT","Paul","Drug Law Reform",5
"ACT"," G","1","DOWSON","Stacey","Drug Law Reform",6
"ACT"," G","1","AVERY","Deborah","Sex Party",1
"ACT"," G","1","MILLER","Jamie","Sex Party",2
"ACT"," G","1","ROSS","Irwin","Rise Up Australia Party",26
"ACT"," G","1","HENRIQUEZ","Jose","Rise Up Australia Party",27
"ACT"," G","1","NITSCHKE","Philip","Voluntary Euthanasia Party",3
"ACT"," G","1","MACDOUGALL","Susan","Voluntary Euthanasia Party",4
"ACT"," G","1","SLATTERY","Wayne Kenneth","Palmer United Party",21
"ACT"," G","1","TEERMAN","Paul Gerard","Palmer United Party",22
"ACT"," G","1","SESELJA","Zed","Liberal",24
"ACT"," G","1","NASH","Merinda","Liberal",23
"ACT"," G","1","LUNDY","Kate","Australian Labor Party",17
"ACT"," G","1","SANT","Chris","Australian Labor Party",18
"ACT"," G","1","FERNIE","Anthony Watson","Australian Independents",13
"ACT"," G","1","PETERSEN","Valma","Australian Independents",14
"ACT"," G","1","EZEKIEL-HART","Emmanuel","Independent",25
"ACT"," H","1","FILLINGER","Marcus","Animal Justice Party",15
"ACT"," H","1","MONTAGNE","Jessica","Animal Justice Party",16
"ACT"," H","1","BAILEY","Steven","Katter's Australian Party",13
"ACT"," H","1","ARNOLD","Joe","Katter's Australian Party",14
"ACT"," H","1","SHEIKH","Simon","Australian Greens",25
"ACT"," H","1","ESGUERRA","Indra","Australian Greens",26
"ACT"," H","1","O'CONNOR","Mark","Stable Population Party",11
"ACT"," H","1","GRAHAM","Greg","Stable Population Party",12
"ACT"," H","1","BUCKNELL","Chris","Bullet Train For Australia",3
"ACT"," H","1","LEMMEY","Michael James","Bullet Train For Australia",4
"ACT"," H","1","CUBITT","Paul","Drug Law Reform",19
"ACT"," H","1","DOWSON","Stacey","Drug Law Reform",20
"ACT"," H","1","AVERY","Deborah","Sex Party",23
"ACT"," H","1","MILLER","Jamie","Sex Party",24
"ACT"," H","1","ROSS","Irwin","Rise Up Australia Party",1
"ACT"," H","1","HENRIQUEZ","Jose","Rise Up Australia Party",2
"ACT"," H","1","NITSCHKE","Philip","Voluntary Euthanasia Party",21
"ACT"," H","1","MACDOUGALL","Susan","Voluntary Euthanasia Party",22
"ACT"," H","1","SLATTERY","Wayne Kenneth","Palmer United Party",9
"ACT"," H","1","TEERMAN","Paul Gerard","Palmer United Party",10
"ACT"," H","1","SESELJA","Zed","Liberal",7
"ACT"," H","1","NASH","Merinda","Liberal",8
"ACT"," H","1","LUNDY","Kate","Australian Labor Party",17
"ACT"," H","1","SANT","Chris","Australian Labor Party",18
"ACT"," H","1","FERNIE","Anthony Watson","Australian Independents",5
"ACT"," H","1","PETERSEN","Valma","Australian Independents",6
"ACT"," H","1","EZEKIEL-HART","Emmanuel","Independent",27
"ACT"," I","1","FILLINGER","Marcus","Animal Justice Party",11
"ACT"," I","1","MONTAGNE","Jessica","Animal Justice Party",12
