StateAb,Ticket,TicketNo,Surname,GivenName,Party,Preference
NSW, D,1,LIONS,Deborah,Christian Democratic Party (Fred Nile Group),55
NSW, D,1,RAHME,Peter,Christian Democratic Party (Fred Nile Group),56
NSW, D,1,FRASER,Caroline Margaret,Christian Democratic Party (Fred Nile Group),57
NSW, D,1,CLIFFORD,Ross,Christian Democratic Party (Fred Nile Group),58
NSW, D,1,CARR,Bob,Labor,93
NSW, D,1,CAMERON,Doug,Labor,94
NSW, D,1,STEPHENS,Ursula,Labor,95
NSW, D,1,KOLOMEITZ,Glenn,Labor,96
NSW, D,1,NELMES,Nuatali,Labor,97
NSW, D,1,CHHIBBER,Bhupinder Kumar,Labor,98
NSW, D,1,MAILLER,Peter James,Katter's Australian Party,79
NSW, D,1,MAKA,Tony,Katter's Australian Party,80
NSW, D,1,STEVENS,Criselee,Australian Voice,24
NSW, D,1,FRANCIS,Keith,Australian Voice,25
NSW, D,1,BLACK,Richard,Australian Voice,26
NSW, D,1,DUNNE,Graeme,Sex Party,42
NSW, D,1,RAYE,Sue,Sex Party,43
NSW, D,1,LOWE,Bob,Australian Fishing and Lifestyle Party,35
NSW, D,1,DEAN,Tim,Australian Fishing and Lifestyle Party,36
NSW, D,1,FAEHRMANN,Cate,The Greens,105
NSW, D,1,RYAN,James,The Greens,106
NSW, D,1,BLATCHFORD,Penny,The Greens,107
NSW, D,1,HO,Christina,The Greens,108
NSW, D,1,FINDLEY,Amanda,The Greens,109
NSW, D,1,SPIES-BUTCHER,Ben,The Greens,110
NSW, D,1,ADAMSON,Matthew,Palmer United Party,71
NSW, D,1,WRIGHTSON,Suellen Marree,Palmer United Party,72
NSW, D,1,BROWN,Ray,Building Australia Party,6
NSW, D,1,SYMINGTON,Melanie,Building Australia Party,7
NSW, D,1,SIMONDS,Peter,Uniting Australia Party,27
NSW, D,1,WATT,Tanya,Uniting Australia Party,28
NSW, D,1,OBRIEN,Rick,Stop The Greens,73
NSW, D,1,DE LIMA,Joaquim Eduardo,Stop The Greens,74
NSW, D,1,BEIGER,Nicole,Smokers Rights,75
NSW, D,1,WHELAN,James Peter,Smokers Rights,76
NSW, D,1,BOHM,Tim,Bullet Train For Australia,8
NSW, D,1,GLICK,Charlotte Rebecca,Bullet Train For Australia,9
NSW, D,1,PAYNE,Marise,Liberal,99
NSW, D,1,WILLIAMS,John,The Nationals,100
NSW, D,1,SINODINOS,Arthur,Liberal,101
NSW, D,1,HAY,Alan,The Nationals,102
NSW, D,1,CAMERON,Carolyn,Liberal,103
NSW, D,1,CAMERON,Angus,Liberal,104
NSW, D,1,GRECH,Mark,Australian Protectionist Party,59
NSW, D,1,JOHNS,Christian,Australian Protectionist Party,60
NSW, D,1,PEARSON,Mark,Animal Justice Party,10
NSW, D,1,VICKERS,Kate,Animal Justice Party,11
NSW, D,1,WALLBRIDGE,Darrell,Australia First Party,14
NSW, D,1,FRASER,Garth,Australia First Party,15
NSW, D,1,TANKS,Bradley,Australian Independents,31
NSW, D,1,HIRST,Stephen,Australian Independents,32
NSW, D,1,HUNT,Miles,Drug Law Reform,48
NSW, D,1,TRIMINGHAM,Tony,Drug Law Reform,49
NSW, D,1,BEAMS,Nick,Socialist Equality Party,77
NSW, D,1,HAMBIDES,Zac,Socialist Equality Party,78
NSW, D,1,VILLAVER,Ronaldo,Australian Democrats,46
NSW, D,1,WALLACE,Andrew,Australian Democrats,47
NSW, D,1,WANG,Tom,,85
NSW, D,1,O'TOOLE,Daniel,,86
NSW, D,1,ROSSITER,Fiona,Family First Party,44
NSW, D,1,HURLEY,Stan,Family First Party,45
NSW, D,1,BOURKE,William,Stable Population Party,4
NSW, D,1,SPIKE,Kris,Stable Population Party,5
NSW, D,1,HOUSEMAN,Karl Alexander,Shooters and Fishers,37
NSW, D,1,MUIRHEAD,Jim,Shooters and Fishers,38
NSW, D,1,FRASER,Gordon Graham,Stop CSG,12
NSW, D,1,DEAN,Lynda Susan,Stop CSG,13
NSW, D,1,McNALLY,Kerry,The Australian Republicans,63
NSW, D,1,BLAKE,Jason,The Australian Republicans,64
NSW, D,1,McILROY,Jim,Socialist Alliance,65
NSW, D,1,DARE,Reg,Socialist Alliance,66
NSW, D,1,THOMPSON,Andy,Non-Custodial Parents Party (Equal Parenting),20
NSW, D,1,THOMPSON,Josh,Non-Custodial Parents Party (Equal Parenting),21
NSW, D,1,MOLLOY,Brendan,Pirate Party,67
NSW, D,1,CAMPBELL,David,Pirate Party,68
NSW, D,1,BRYCE,Ian,Secular Party of Australia,69
NSW, D,1,OWEN,Christopher,Secular Party of Australia,70
NSW, D,1,MYERS,Gary,Australian Motoring Enthusiast Party,22
NSW, D,1,KIRKNESS,Daniel,Australian Motoring Enthusiast Party,23
NSW, D,1,HANSON,Pauline,One Nation,39
NSW, D,1,MCCULLOCH,Kate,One Nation,40
NSW, D,1,PLUMB,Aaron,One Nation,41
NSW, D,1,POULSEN,Ron,,87
NSW, D,1,ASH,David,Independent,88
NSW, D,1,NATHAN,Sam,Independent,89
NSW, D,1,La MELA,John,Independent,90
NSW, E,1,LEYONHJELM,David,Liberal Democrats,68
NSW, E,1,PETTETT,Jeffrey Marc,Liberal Democrats,69
