Animal Justice Party
Australian Christians
Australian Democrats
Australian Fishing and Lifestyle Party
Australian Independents
Australian Labor Party
Australian Motoring Enthusiast Party
Australian Sports Party
Australian Voice Party
Coalition
Family First Party
Help End Marijuana Prohibition (HEMP) Party
Katter's Australian Party
Liberal Democrats
No Carbon Tax Climate Sceptics
Palmer United Party
Rise Up Australia Party
Secular Party of Australia
Sex Party
Shooters and Fishers
Smokers Rights
Socialist Equality Party
Stable Population Party
Stop The Greens
The Greens (WA)
The Wikileaks Party
